req_id,domain,source_path,source_section,source_quote,category,priority,atomic_assertion,expected_evidence,notes
REQ-CF-00011,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,鍙傛暟应满足：鎺㈤拡鏁?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00012,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,榛樿鍊?应满足：3 娆?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00013,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,璇存槑应满足：鍗婂紑鐘舵€佷笅杩炵画鎴愬姛澶氬皯娆℃仮澶?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00014,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,鍙傛暟应满足：鎺㈤拡闂撮殧,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00015,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,榛樿鍊?应满足：10 绉?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00016,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,璇存槑应满足：鍗婂紑鐘舵€佹斁琛岃姹傜殑闂撮殧,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00017,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,鍙傛暟应满足：绾у埆,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00018,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,榛樿鍊?应满足：鐔旀柇瀵硅薄,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00019,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,璇存槑应满足：褰卞搷鑼冨洿,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00020,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,鍙傛暟应满足：Key 绾?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00021,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,api,P1,榛樿鍊?应满足：鍗曚釜 API Key,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00022,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,璇存槑应满足：璇?Key 琚Щ闄よ疆璇紝鍏朵粬 Key 姝ｅ父,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00023,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,鍙傛暟应满足：渚涘簲鍟嗙骇,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00024,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,榛樿鍊?应满足：鏁翠釜渚涘簲鍟?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00025,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,璇存槑应满足：鎵€鏈夎姹傚垏鎹㈠埌澶囩敤渚涘簲鍟?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00026,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,鍙傛暟应满足：妯″瀷绾?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00027,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,榛樿鍊?应满足：鐗瑰畾妯″瀷鐨勬墍鏈変緵搴斿晢,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00028,core-finance,docs/PRD-核心引擎.md,5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,#### 5.1.3 鐔旀柇鍣ㄧ姸鎬佹満锛圥2锛?,logic,P1,璇存槑应满足：杩斿洖妯″瀷涓嶅彲鐢ㄩ敊璇?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00029,core-finance,docs/PRD-核心引擎.md,5.2 璁¤垂涓庣粨绠楃簿鍖?,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-5.2-billing.md`](ref-5.2-billing.md) 鈥?鍚叚灞傚畾浠蜂綋绯汇€佸疄鏃惰璐规祦绋嬶紙棰勬墸鈫掑閫€灏戣ˉ锛夈€丏rizzle Schema銆佽处鍗曞懆鏈熴€佽嚜鍔ㄥ璐︺€佷环鏍奸厤缃€佽璐瑰紓甯稿鐞?,db,P1,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-5.2-billing.md`](ref-5.2-billing.md) 鈥?鍚叚灞傚畾浠蜂綋绯汇€佸疄鏃惰璐规祦绋嬶紙棰勬墸鈫掑閫€灏戣ˉ锛夈€丏rizzle Schema銆佽处鍗曞懆鏈熴€佽嚜鍔ㄥ璐︺€佷环鏍奸厤缃€佽璐瑰紓甯稿鐞?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,N/A：原审计记录未提供补充依据；待复核源码、测试及运行证据。
REQ-CF-00030,core-finance,docs/PRD-核心引擎.md,5.2 璁¤垂涓庣粨绠楃簿鍖?,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-4.4-finance.md`](ref-4.4-finance.md) 鈥?鍚环鏍煎紩鎿庡叚灞傚疄鐜般€佸疄鏃惰璐归摼璺€佸璐﹀紩鎿庛€佽处鍗?PDF 鐢熸垚,logic,P1,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-4.4-finance.md`](ref-4.4-finance.md) 鈥?鍚环鏍煎紩鎿庡叚灞傚疄鐜般€佸疄鏃惰璐归摼璺€佸璐﹀紩鎿庛€佽处鍗?PDF 鐢熸垚,源码路径+行号、对应运行测试或数据库/Redis/队列证据,N/A：原审计记录未提供补充依据；待复核源码、测试及运行证据。
REQ-CF-00031,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,**浠锋牸灞傜骇瀹氫箟**,源码路径+行号、对应运行测试或数据库/Redis/队列证据,N/A：原审计记录未提供补充依据；待复核源码、测试及运行证据。
REQ-CF-00032,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,灞傜骇应满足：L0,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00033,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍚嶇О应满足：渚涘簲鍟嗘垚鏈环,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00034,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,璇存槑应满足：涓婃父鍘熷浠锋牸,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00035,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍗曚环鏉ユ簮应满足：`vendor_models.input/output_price`,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00036,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,灞傜骇应满足：L1,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00037,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍚嶇О应满足：骞冲彴鏍囧噯浠?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00038,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,璇存槑应满足：L0 脳 (1 + 鍏ㄥ眬鍔犱环鐜?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00039,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍗曚环鏉ユ簮应满足：`site_configs.default_markup_rate`,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00040,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,灞傜骇应满足：L2,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00041,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍚嶇О应满足：妯″瀷瑕嗙洊浠?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00042,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,璇存槑应满足：鐗瑰畾妯″瀷鐨勭嫭绔嬪敭浠?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00043,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍗曚环鏉ユ簮应满足：`models.override_price`,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00044,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,灞傜骇应满足：L3,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00045,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍚嶇О应满足：浠ｇ悊鎶樻墸浠?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00046,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,璇存槑应满足：浠ｇ悊鍚嶄笅鐢ㄦ埛涓撳睘浠锋牸,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00047,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍗曚环鏉ユ簮应满足：`agent_commission.discount_rate`,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00048,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,灞傜骇应满足：L4,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00049,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍚嶇О应满足：鍒嗙粍瀹氫环,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00050,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,璇存槑应满足：Key 缁勪笓灞炰环鏍?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00051,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍗曚环鏉ユ簮应满足：`key_group_pricing.unit_price`,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00052,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,灞傜骇应满足：L5,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00053,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍚嶇О应满足：娲诲姩浠?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00054,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,璇存槑应满足：娲诲姩鏈熼棿涓存椂浠锋牸,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00055,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,鍗曚环鏉ユ簮应满足：`campaign_prices.discount_rate`,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00056,core-finance,docs/PRD-核心引擎.md,5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,#### 5.2.1 浠锋牸灞傜骇涓庝紭鍏堢骇,logic,P1,**瀹氫环浼樺厛绾ц鍒?*,源码路径+行号、对应运行测试或数据库/Redis/队列证据,N/A：原审计记录未提供补充依据；待复核源码、测试及运行证据。
REQ-CF-00057,core-finance,docs/PRD-核心引擎.md,5.2.3 璐﹀崟鍛ㄦ湡锛圥1锛?,#### 5.2.3 璐﹀崟鍛ㄦ湡锛圥1锛?,logic,P1,**璐﹀崟 PDF 鍐呭**,源码路径+行号、对应运行测试或数据库/Redis/队列证据,N/A：原审计记录未提供补充依据；待复核源码、测试及运行证据。
REQ-CF-00058,core-finance,docs/PRD-核心引擎.md,5.3 闄愭祦寮曟搸绮惧寲,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-5.3-rate-limiter.md`](ref-5.3-rate-limiter.md) 鈥?鍚洓绾ч檺娴佹灦鏋勩€丏rizzle Schema 鍏ㄦ枃銆丄PI 鎺ュ彛銆佸墠绔粍浠?Props銆侀檺娴佺畻娉曠粏鑺傘€侀殧绂荤瓥鐣ャ€侀檷绾х瓥鐣ャ€侀厤缃」姹囨€?,db,P1,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-5.3-rate-limiter.md`](ref-5.3-rate-limiter.md) 鈥?鍚洓绾ч檺娴佹灦鏋勩€丏rizzle Schema 鍏ㄦ枃銆丄PI 鎺ュ彛銆佸墠绔粍浠?Props銆侀檺娴佺畻娉曠粏鑺傘€侀殧绂荤瓥鐣ャ€侀檷绾х瓥鐣ャ€侀厤缃」姹囨€?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,N/A：原审计记录未提供补充依据；待复核源码、测试及运行证据。
REQ-CF-00059,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,logic,P1,绾у埆应满足：L1 鍏ㄥ眬,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00060,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,logic,P1,闄愬埗缁村害应满足：鍏ㄧ郴缁?QPS,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00061,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,logic,P1,閰嶇疆鏂瑰紡应满足：`site_configs`,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00062,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,logic,P1,榛樿鍊?应满足：10000,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00063,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| 绾у埆 | 闄愬埗缁村害 | 閰嶇疆鏂瑰紡 | 榛樿鍊?| 浣滅敤鑼冨洿 | 瓒呰秺鏂瑰紡 |,logic,P1,浣滅敤鑼冨洿应满足：鎵€鏈夎姹?,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00064,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| 绾у埆 | 闄愬埗缁村害 | 閰嶇疆鏂瑰紡 | 榛樿鍊?| 浣滅敤鑼冨洿 | 瓒呰秺鏂瑰紡 |,logic,P1,瓒呰秺鏂瑰紡应满足：涓嶅彲瓒呰秺,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00066,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?TPM | `site_configs` | 60000000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,logic,P1,闄愬埗缁村害应满足：鍏ㄧ郴缁?TPM,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
REQ-CF-00068,core-finance,docs/PRD-核心引擎.md,5.3.1 鍥涚骇闄愭祦璇︾粏瑙勬牸,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?TPM | `site_configs` | 60000000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,logic,P1,榛樿鍊?应满足：60000000,源码路径+行号、对应运行测试或数据库/Redis/队列证据,表格单元格已拆为单一字段断言
