req_id,domain,current_source,archive_source,suspect_fields,exact_archive_fields,recovery_status
REQ-CF-00023,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00024,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00025,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00026,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00027,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00028,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00029,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00030,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00031,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00032,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00033,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00034,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00035,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00036,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00037,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00038,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00039,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00040,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00041,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00042,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,atomic_assertion,,MANUAL_REVIEW
REQ-CF-00043,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00044,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00045,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00046,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00047,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00048,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00049,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00050,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00051,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00052,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00053,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00054,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00055,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00056,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00057,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00058,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00059,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00060,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00061,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00062,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00063,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00064,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00066,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00068,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00071,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00072,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00073,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00074,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00075,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00076,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00078,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00080,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00084,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00086,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00089,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00090,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00091,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00092,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00093,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00094,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00096,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00098,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00102,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00107,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00108,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00109,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00110,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00111,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00114,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00117,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00119,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,,,MANUAL_REVIEW
REQ-CF-00120,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00121,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00122,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00123,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00124,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section,,MANUAL_REVIEW
REQ-CF-00125,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00126,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00127,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00129,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00130,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00132,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00133,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section,,MANUAL_REVIEW
REQ-CF-00134,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00135,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00136,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00137,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section,,MANUAL_REVIEW
REQ-CF-00138,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00139,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00140,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00142,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00143,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00145,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section,,MANUAL_REVIEW
REQ-CF-00146,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00147,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-CF-00148,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-CF-00150,core-finance,docs/PRD-核心引擎.md,docs/_archive/DRD-核心引擎.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00001,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00002,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00003,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00004,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00005,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00006,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00007,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00008,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00009,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00010,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00011,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00012,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00013,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00014,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00015,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00016,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00017,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00018,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00019,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00020,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00021,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00022,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00023,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00024,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00025,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00026,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00027,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00028,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00029,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00030,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00031,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00032,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00033,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00034,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00035,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00036,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00037,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00038,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00039,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00040,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00041,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00042,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00043,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00044,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00045,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00046,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00047,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00048,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00049,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00050,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00051,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00052,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00053,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00054,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00055,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00056,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00057,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00058,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00059,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00060,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00061,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00062,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00063,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00064,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00065,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00066,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00067,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00068,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00069,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00070,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00071,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00072,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00073,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00074,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00075,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00076,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00077,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00078,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00079,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-00080,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
