req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
REQ-CF-00044,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,灞傜骇应满足：L3,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00045,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,鍚嶇О应满足：浠ｇ悊鎶樻墸浠?,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00046,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,璇存槑应满足：浠ｇ悊鍚嶄笅鐢ㄦ埛涓撳睘浠锋牸,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00047,core-finance,docs/PRD-核心引擎.md,source_section;source_quote,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,鍗曚环鏉ユ簮应满足：`agent_commission.discount_rate`,164,164,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
REQ-CF-00048,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,灞傜骇应满足：L4,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00049,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,鍚嶇О应满足：鍒嗙粍瀹氫环,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00050,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,璇存槑应满足：Key 缁勪笓灞炰环鏍?,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00051,core-finance,docs/PRD-核心引擎.md,source_section;source_quote,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,鍗曚环鏉ユ簮应满足：`key_group_pricing.unit_price`,164,164,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
REQ-CF-00052,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,灞傜骇应满足：L5,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00053,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,鍚嶇О应满足：娲诲姩浠?,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00054,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,璇存槑应满足：娲诲姩鏈熼棿涓存椂浠锋牸,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00055,core-finance,docs/PRD-核心引擎.md,source_section;source_quote,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,鍗曚环鏉ユ簮应满足：`campaign_prices.discount_rate`,164,164,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
REQ-CF-00056,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.1 价格层级与优先级,#### 5.2.1 价格层级与优先级,**瀹氫环浼樺厛绾ц鍒?*,164,164,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00057,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.2.3 璐﹀崟鍛ㄦ湡锛圥1锛?,#### 5.2.3 璐﹀崟鍛ㄦ湡锛圥1锛?,**账单 PDF 内容**,,,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00058,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.3 限流引擎精化,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-5.3-rate-limiter.md`](ref-5.3-rate-limiter.md) 鈥?鍚洓绾ч檺娴佹灦鏋勩€丏rizzle Schema 鍏ㄦ枃銆丄PI 鎺ュ彛銆佸墠绔粍浠?Props銆侀檺娴佺畻娉曠粏鑺傘€侀殧绂荤瓥鐣ャ€侀檷绾х瓥鐣ャ€侀厤缃」姹囨€?,馃搸 **娣卞寲鍙傝€?*锛歔`docs/ref-5.3-rate-limiter.md`](ref-5.3-rate-limiter.md) 鈥?鍚洓绾ч檺娴佹灦鏋勩€丏rizzle Schema 鍏ㄦ枃銆丄PI 鎺ュ彛銆佸墠绔粍浠?Props銆侀檺娴佺畻娉曠粏鑺傘€侀殧绂荤瓥鐣ャ€侀檷绾х瓥鐣ャ€侀厤缃」姹囨€?,,280,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00059,core-finance,docs/PRD-核心引擎.md,source_section;source_quote,5.3.1 四级限流详细规格,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,绾у埆应满足：L1 鍏ㄥ眬,,284,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00060,core-finance,docs/PRD-核心引擎.md,source_section;source_quote,5.3.1 四级限流详细规格,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,闄愬埗缁村害应满足：鍏ㄧ郴缁?QPS,,284,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00061,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.3.1 四级限流详细规格,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,閰嶇疆鏂瑰紡应满足：`site_configs`,,284,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00062,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.3.1 四级限流详细规格,| L1 鍏ㄥ眬 | 鍏ㄧ郴缁?QPS | `site_configs` | 10000 | 鎵€鏈夎姹?| 涓嶅彲瓒呰秺 |,榛樿鍊?应满足：10000,,284,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
REQ-CF-00063,core-finance,docs/PRD-核心引擎.md,source_section;source_quote;atomic_assertion,5.3.1 四级限流详细规格,| 绾у埆 | 闄愬埗缁村害 | 閰嶇疆鏂瑰紡 | 榛樿鍊?| 浣滅敤鑼冨洿 | 瓒呰秺鏂瑰紡 |,浣滅敤鑼冨洿应满足：鎵€鏈夎姹?,,284,gb18030->utf8 x1,NO,MANUAL_REVIEW,至少一个受影响字段无法整字段安全转换，或完整源行不可读/不可定位，或存在复合断言
