req_id,domain,source_path,source_section,source_quote,category,priority,atomic_assertion,expected_evidence,notes
UA2-00026,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,杩愯惀涓撳憳,logic,P1,杩愯惀涓撳憳,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00027,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,`security`,logic,P1,`security`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00028,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,瀹夊叏宀,logic,P1,瀹夊叏宀,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00029,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,瀹夊叏浜嬩欢/椋庢帶瑙勫垯/瀹炲悕瀹℃牳/灏佺绠＄悊,logic,P1,瀹夊叏浜嬩欢/椋庢帶瑙勫垯/瀹炲悕瀹℃牳/灏佺绠＄悊,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00031,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,瀹夊叏宸ョ▼甯,logic,P1,瀹夊叏宸ョ▼甯,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00032,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,`agent_mgr`,logic,P1,`agent_mgr`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00033,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,浠ｇ悊绠＄悊宀,logic,P1,浠ｇ悊绠＄悊宀,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00034,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,浠ｇ悊瀹℃牳銆佷剑閲戦厤缃€佺粨绠楀鎵,logic,P1,浠ｇ悊瀹℃牳銆佷剑閲戦厤缃€佺粨绠楀鎵,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00036,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,娓犻亾缁忕悊,logic,P1,娓犻亾缁忕悊,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00037,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,`agent`,logic,P1,`agent`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00038,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,浠ｇ悊鍟,logic,P1,浠ｇ悊鍟,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00039,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,绠＄悊鍚嶄笅鐢ㄦ埛銆佹煡鐪嬪垎浣ｆ暟鎹€佹彁鐜,logic,P1,绠＄悊鍚嶄笅鐢ㄦ埛銆佹煡鐪嬪垎浣ｆ暟鎹€佹彁鐜,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00040,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,涓嶉檺,logic,P1,涓嶉檺,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00041,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,娓犻亾鍚堜綔浼欎即,logic,P1,娓犻亾鍚堜綔浼欎即,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00042,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,`user`,logic,P1,`user`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00043,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,鏅€氱敤鎴,logic,P1,鏅€氱敤鎴,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00044,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,绠＄悊鑷繁鐨Key銆佽皟鐢API銆佹煡鐪嬫秷璐,api,P1,绠＄悊鑷繁鐨Key銆佽皟鐢API銆佹煡鐪嬫秷璐,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00046,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,寮€鍙戣€,logic,P1,寮€鍙戣€,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00047,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,`developer`,logic,P1,`developer`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00048,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,寮€鍙戣€呯敤鎴,logic,P1,寮€鍙戣€呯敤鎴,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00049,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,鍚user锛岄澶栧彲鏌ョ湅寮€鍙戣€呮枃妗ｅ拰浠ｇ爜绀轰緥,logic,P1,鍚user锛岄澶栧彲鏌ョ湅寮€鍙戣€呮枃妗ｅ拰浠ｇ爜绀轰緥,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00051,user-agent,docs/PRD-用户体系.md,2.1.1 瑙掕壊鐭╅樀,闆嗘垚寮€鍙戣€,logic,P1,闆嗘垚寮€鍙戣€,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00052,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,**资源维度**（按模块划分）：,logic,P1,**资源维度**（按模块划分）：,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自原文段落；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=23; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00053,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,`user`,logic,P1,`user`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=27;78; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00054,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,用户管理,logic,P1,用户管理,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=27; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00055,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,列表 / 详情 / 余额操作 / 禁用,logic,P1,列表 / 详情 / 余额操作 / 禁用,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=27; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00056,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,`apikey`,api,P1,`apikey`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=28; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00057,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,API Key 管理,api,P1,API Key 管理,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=28;777; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00058,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,列表 / 创建 / 编辑 / 删除 / 权限配置,logic,P1,列表 / 创建 / 编辑 / 删除 / 权限配置,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=28; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00059,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,`vendor`,logic,P1,`vendor`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00060,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,渚涘簲鍟嗙鐞,logic,P1,渚涘簲鍟嗙鐞,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00061,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,鍒楄〃 / 閰嶇疆 / 鐘舵€佸垏鎹,logic,P1,鍒楄〃 / 閰嶇疆 / 鐘舵€佸垏鎹,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00062,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,`model`,logic,P1,`model`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=30; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00063,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,模型管理,logic,P1,模型管理,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=30; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00064,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,列表 / 价格 / 映射,logic,P1,列表 / 价格 / 映射,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=30; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00065,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,`finance`,logic,P1,`finance`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00066,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,璐㈠姟绠＄悊,logic,P1,璐㈠姟绠＄悊,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00067,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,鎬昏 / 娴佹按 / 鍙戠エ / 閫€娆/ 鎻愮幇瀹℃牳,logic,P1,鎬昏 / 娴佹按 / 鍙戠エ / 閫€娆/ 鎻愮幇瀹℃牳,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00068,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,`agent`,logic,P1,`agent`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00069,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,浠ｇ悊鍟嗙鐞,logic,P1,浠ｇ悊鍟嗙鐞,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00070,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,瀹℃牳 / 浣ｉ噾 / 缁撶畻,logic,P1,瀹℃牳 / 浣ｉ噾 / 缁撶畻,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现
UA2-00071,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,`security`,logic,P1,`security`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=33; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00072,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,安全管理,logic,P1,安全管理,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=33; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00073,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,事件 / 规则 / 封禁 / 风控,logic,P1,事件 / 规则 / 封禁 / 风控,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=33; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00074,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,`log`,logic,P1,`log`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=34; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00075,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,日志管理,logic,P1,日志管理,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=34; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00076,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,调用日志 / 操作日志 / 审计日志,logic,P1,调用日志 / 操作日志 / 审计日志,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=34; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00077,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,`config`,logic,P1,`config`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=35; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00078,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,系统配置,logic,P1,系统配置,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=35;93; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00079,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,参数 / 版本 / 站点 / 环境,logic,P1,参数 / 版本 / 站点 / 环境,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=35; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00080,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,`marketing`,logic,P1,`marketing`,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=36; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00081,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,营销运营,logic,P1,营销运营,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=36; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00082,user-agent,docs/PRD-用户体系.md,2.1.2 权限引擎规格,活动 / 公告 / 内容 / 邮件模板,logic,P1,活动 / 公告 / 内容 / 邮件模板,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自表格单元格；本阶段仅登记需求，不判定实现 MECHANICAL_RECOVERY_REVIEW: gb18030->utf8 x1; source_section_lines=21; source_quote_lines=36; 人工语义确认前保持 UNKNOWN，不代表需求验收通过。
UA2-00083,user-agent,docs/PRD-用户体系.md,2.1.2 鏉冮檺寮曟搸瑙勬牸,**鎿嶄綔缁村害**锛堟瘡涓祫婧愮嫭绔嬶級锛|,logic,P1,**鎿嶄綔缁村害**锛堟瘡涓祫婧愮嫭绔嬶級锛|,对应源码路径与行号；相关测试名称/运行结果；必要时提供数据库、队列或审计日志证据,源自原文段落；本阶段仅登记需求，不判定实现
