req_id,domain,source_path,source_section,source_quote,category,priority,atomic_assertion,expected_evidence,notes
UA-0051,agent,docs/SPEC-§3-代理商体系.md,3.2 佣金规则配置,规则变更历史可追溯（修改前值→修改后值→操作人→时间）,logic,P0,佣金规则变更必须记录修改前值,MISSING,
UA-0052,agent,docs/SPEC-§3-代理商体系.md,3.4 提现管理,系统校验：金额 ≤ 可提现余额,logic,P0,代理提现金额不得超过可提现余额,MISSING,
UA-0053,agent,docs/SPEC-§3-代理商体系.md,3.4 提现约束,最低提现金额 | ¥10（可配置）,logic,P1,代理提现最低金额必须为10元或配置值,MISSING,
UA-0054,agent,docs/SPEC-§3-代理商体系.md,3.4 提现约束,提现频率 | 每 24 小时最多 1 次（可配置）,logic,P0,代理提现每24小时最多一次,MISSING,
UA-0055,agent,docs/SPEC-§3-代理商体系.md,3.4 提现约束,冻结期 | 佣金产生后 7 天方可提现,logic,P0,佣金产生后7天内不得提现,MISSING,
UA-0056,agent,docs/PRD-代理商支撑增强.md,19.1 客户报备管理,报备通过后 N 天内（默认 30 天），该客户仅归属该代理商,logic,P0,客户报备通过后必须在保护期内归属该代理,MISSING,
UA-0057,agent,docs/PRD-代理商支撑增强.md,19.1 客户报备管理,该客户仅归属该代理商，其他代理不可关联,logic,P0,报备保护期内客户不得被其他代理关联,MISSING,
UA-0058,agent,docs/PRD-代理商支撑增强.md,19.1 客户报备管理,保护期到期 | 保护期内客户未消费，自动释放为公共客户,logic,P1,报备保护期到期且无消费时必须释放为公共客户,MISSING,
UA-0059,agent,docs/PRD-代理商支撑增强.md,19.4 代理商端消息通知,消息列表 | …已读/未读标记,logic,P1,代理通知列表必须支持已读状态,MISSING,
UA-0060,agent,docs/PRD-代理商支撑增强.md,19.4 代理商端消息通知,POST | /api/v1/agent/notifications/read-all | 全部标记已读,logic,P1,代理通知必须支持全部标记已读,MISSING,
UA-0061,sales,docs/SPEC-§11-业务员支撑模块.md,11.1 客户关系管理,我的客户列表：只看归属自己的客户,logic,P0,业务员客户列表只能展示归属自己的客户,MISSING,
UA-0062,sales,docs/SPEC-§11-业务员支撑模块.md,11.1 客户关系管理,客户标签：支持多标签（企业客户/开发者/高价值/需跟进/流失预警/已签约）,logic,P1,客户标签必须支持多标签,MISSING,
UA-0063,sales,docs/SPEC-§11-业务员支撑模块.md,11.1 客户关系管理,客户状态：意向→试用→活跃→沉默→流失，支持手动变更,logic,P0,客户状态必须支持手动变更,MISSING,
UA-0064,sales,docs/SPEC-§11-业务员支撑模块.md,11.2 线索管理,线索状态：新线索→已联系→意向客户→已成交→无效（需填原因）,logic,P0,线索无效状态必须填写原因,MISSING,
UA-0065,sales,docs/SPEC-§11-业务员支撑模块.md,11.2 线索管理,线索分配：管理员可将线索分配给指定业务员,logic,P0,管理员必须能将线索分配给指定业务员,MISSING,
UA-0066,sales,docs/SPEC-§11-业务员支撑模块.md,11.2 线索管理,线索转换：客户注册后自动关联到已有线索,logic,P1,客户注册后必须自动关联已有线索,MISSING,
UA-0067,sales,docs/SPEC-§11-业务员支撑模块.md,11.3 客户跟进提醒,跟进计划：设置客户下次联系时间，到期自动提醒,logic,P1,到达下次联系时间必须自动提醒业务员,MISSING,
UA-0068,sales,docs/SPEC-§11-业务员支撑模块.md,11.3 客户跟进提醒,超期预警：超过 N 天未联系，标记为“待跟进”,logic,P1,超过配置天数未联系的客户必须标记待跟进,MISSING,
UA-0069,sales,docs/SPEC-§11-业务员支撑模块.md,11.4 商机与报价管理,超出权限的折扣 → 自动提交上级审批,logic,P0,超出业务员折扣权限的报价必须提交审批,MISSING,
UA-0070,sales,docs/PRD-业务员支撑.md,11.4 商机与报价管理,报价单下载：生成 PDF 报价单，可发给客户,logic,P1,报价单必须支持PDF下载,MISSING,
UA-0071,sales,docs/PRD-业务员支撑.md,11.6 合同管理,合同审批：合同 → 法务/财务/管理层逐级审批,logic,P0,合同必须按法务财务管理层逐级审批,MISSING,
UA-0072,sales,docs/PRD-业务员支撑.md,11.6 合同管理,到期提醒：合同到期前 30/15/7 天自动提醒,logic,P1,合同到期前30天必须自动提醒,MISSING,
UA-0073,sales,docs/PRD-业务员支撑.md,11.8 团队协作与客户交接,交接记录：完整的交接日志：谁移了/谁接收/时间/包含哪些客户,logic,P0,客户批量转移必须产生完整交接日志,MISSING,
UA-0074,sales,docs/PRD-业务员支撑.md,11.8 团队协作与客户交接,团队视图：组长可查看组内所有业务员的客户/业绩/线索,logic,P0,业务员团队视图必须只允许组长查看组内数据,MISSING,
UA-0075,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,0.需求来源与既定决策,未选渠道 → 自动智能路由（按健康度/价格/延迟选最优）,logic,P0,未指定渠道时必须使用自动智能路由,MISSING,
UA-0076,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,0.需求来源与既定决策,模型×渠道唯一标识：`model@channelCode`,logic,P0,指定渠道模型值必须采用model@channelCode格式,MISSING,
UA-0077,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,2.术语对照表,渠道成本价…绝不对用户展示,logic,P0,用户侧响应不得返回渠道成本价,MISSING,
UA-0078,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,4.4 交互细节与边界,渠道不提供所选模型 | 返回错误 + 可选渠道列表（含价格）,logic,P0,渠道不提供模型时必须返回可选渠道列表,MISSING,
UA-0079,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,4.4 交互细节与边界,已选渠道下架/维护 | 该渠道禁用；已选则回退自动路由并提示,logic,P0,已选渠道维护时必须回退自动路由,MISSING,
UA-0080,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,5.1 数据口径,生效维度：对当前用户按其用户分组解析生效价与可见渠道,logic,P0,用户渠道价必须按用户分组解析,MISSING,
UA-0081,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,6 后台管理,"确认 `supplier_models` 支持 `(supplier_id, model_name)` 唯一解析到一条渠道-模型映射",logic,P0,渠道模型映射必须支持supplier_id与model_name唯一解析,MISSING,
UA-0082,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,4.4 交互细节与边界,渠道数据加载失败 | 面板内错误提示 + 重试按钮,logic,P1,渠道选择器加载失败必须提供重试按钮,MISSING,
UA-0083,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,4.2 渠道选择器,🔧维护中标签（维护中渠道禁用）,logic,P0,渠道选择器必须禁用维护中渠道,MISSING,
UA-0084,channel,docs/PRD-业务员支撑.md,11.2 API接口,GET `/api/v1/agent/leads` | 我的线索列表 | 业务员,logic,P0,业务员我的线索接口必须限制为业务员角色,MISSING,
UA-0085,channel,docs/PRD-代理商支撑增强.md,19.2 代理商财务中心,佣金明细：…佣金金额 / 结算状态 / 时间,logic,P1,代理佣金明细必须包含结算状态,MISSING,
UA-0086,channel,docs/PRD-用户端体验增强.md,18.5 通知偏好管理,通知渠道：站内通知 / 邮件 / 短信 / Webhook,logic,P1,用户通知偏好必须支持渠道开关,MISSING,
UA-0087,channel,docs/PRD-用户端体验增强.md,18.6 账号安全中心,登录设备管理：…支持远程登出,logic,P1,用户必须能远程登出登录设备,MISSING,
UA-0088,channel,docs/PRD-用户端体验增强.md,18.7 公开API状态页,GET `/api/v1/public/status` | 当前服务状态 | 无需登录,logic,P1,公共状态接口必须无需登录,MISSING,
UA-0089,channel,docs/PRD-用户端体验增强.md,18.2 用量预算控制,预算通知：消费达到 50%/80%/90%/100% 时通知,logic,P1,预算达到100%时必须发送通知,MISSING,
UA-0090,channel,docs/PRD-用户端体验增强.md,18.2 用量预算控制,预算设置：日预算/月预算/总预算，超限自动暂停调用,logic,P0,预算超额时必须暂停调用,MISSING,
UA-0091,channel,docs/PRD-用户端体验增强.md,18.2 API接口,DELETE `/api/v1/me/budget-rules/:id` | 删除预算规则 | 用户,logic,P1,预算规则删除接口必须存在,MISSING,
UA-0092,channel,docs/PRD-渠道化术语统一与用户自选渠道定价.md,5.1 数据口径,售价来源：`vendor_pricing`（input_price / output_price / cache_read_input_price / cache_write_input_price）,logic,P0,渠道价目必须隔离input与output价格,MISSING,
UA-0093,channel,docs/SPEC-§11-业务员支撑模块.md,11.3 客户跟进提醒,跟进列表：按“今天要跟/本周要跟/已超期”分组展示,logic,P1,业务员跟进列表必须按今天/本周/超期分组,MISSING,
UA-0094,channel,docs/SPEC-§3-代理商体系.md,3.4 提现管理,提交后显示提现单号，状态为“审核中”,logic,P0,代理提现提交后必须生成审核中状态,MISSING,
UA-0095,channel,docs/SPEC-§3-代理商体系.md,3.4 提现管理,复审通过后 → 财务打款 → 打款完成 → 通知代理,logic,P1,代理提现打款完成后必须通知代理,MISSING,
UA-0096,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,批量操作执行前必须展示`预览`,logic,P0,批量操作执行前必须展示预览,MISSING,
UA-0097,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,涉及资金/权限/状态变更的操作必须`二次确认`,logic,P0,资金或权限变更必须二次确认,MISSING,
UA-0098,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,所有敏感操作记录到`审计日志`，可追溯,logic,P0,敏感操作必须写入审计日志,MISSING,
UA-0099,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,批量操作执行后提供`错误报告`下载,logic,P1,批量操作完成后必须提供错误报告下载,MISSING,
UA-0100,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,数据加载中必须有 loading 指示器,logic,P1,页面加载中必须显示loading指示器,MISSING,
UA-0101,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,空数据状态必须有空状态说明（非空白页）,logic,P1,空数据状态必须显示空状态说明,MISSING,
UA-0102,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,错误状态必须有错误提示和重试按钮,logic,P1,错误状态必须提供重试按钮,MISSING,
UA-0103,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,长时间操作必须有进度提示,logic,P1,长时间操作必须显示进度提示,MISSING,
UA-0104,channel,docs/PRODUCT-DESIGN-PRINCIPLES.md,P1,操作成功/失败必须有明确的状态反馈（toast/通知）,logic,P1,操作成功或失败必须有明确状态反馈,MISSING,
