req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis,source_section_context,source_quote_context,section_check,quote_check,assertion_check,format_risk_check,review_decision,review_notes
UA2-01066,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,财务日历,财务日历,102,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",102: | GET | /api/v1/agent/finance/calendar | 璐㈠姟鏃ュ巻 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01076,user-agent,docs/PRD-代理商支撑增强.md,source_quote;atomic_assertion,功能规格,名下客户按消费金额排序，展示消费总额 / 本月消费 / 调用次数,名下客户按消费金额排序，展示消费总额 / 本月消费 / 调用次数,124,18;82;120;156;203;237,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"18: #### 鍔熻兘瑙勬牸
82: #### 鍔熻兘瑙勬牸
120: #### 鍔熻兘瑙勬牸
156: #### 鍔熻兘瑙勬牸
203: #### 鍔熻兘瑙勬牸
237: #### 鍔熻兘瑙勬牸",124: | 瀹㈡埛娑堣垂鎺掑悕 | 鍚嶄笅瀹㈡埛鎸夋秷璐归噾棰濇帓搴忥紝灞曠ず娑堣垂鎬婚 / 鏈湀娑堣垂 / 璋冪敤娆℃暟 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01081,user-agent,docs/PRD-代理商支撑增强.md,source_quote;atomic_assertion,功能规格,客户流失预警,客户流失预警,127,18;82;120;156;203;237,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"18: #### 鍔熻兘瑙勬牸
82: #### 鍔熻兘瑙勬牸
120: #### 鍔熻兘瑙勬牸
156: #### 鍔熻兘瑙勬牸
203: #### 鍔熻兘瑙勬牸
237: #### 鍔熻兘瑙勬牸",127: | 瀹㈡埛娴佸け棰勮 | 杩炵画 N 澶╂湭璋冪敤鐨勫鎴锋爣璁伴璀︼紙榛樿 14 澶╋級 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01082,user-agent,docs/PRD-代理商支撑增强.md,source_quote;atomic_assertion,功能规格,连续 N 天未调用的客户标记预警（默认 14 天）,连续 N 天未调用的客户标记预警（默认 14 天）,127,18;82;120;156;203;237,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"18: #### 鍔熻兘瑙勬牸
82: #### 鍔熻兘瑙勬牸
120: #### 鍔熻兘瑙勬牸
156: #### 鍔熻兘瑙勬牸
203: #### 鍔熻兘瑙勬牸
237: #### 鍔熻兘瑙勬牸",127: | 瀹㈡埛娴佸け棰勮 | 杩炵画 N 澶╂湭璋冪敤鐨勫鎴锋爣璁伴璀︼紙榛樿 14 澶╋級 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01086,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,/api/v1/agent/customers/consumption-ranking,/api/v1/agent/customers/consumption-ranking,134,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",134: | GET | /api/v1/agent/customers/consumption-ranking | 瀹㈡埛娑堣垂鎺掑悕 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01087,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,客户消费排名,客户消费排名,134,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",134: | GET | /api/v1/agent/customers/consumption-ranking | 瀹㈡埛娑堣垂鎺掑悕 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01090,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,/api/v1/agent/customers/:userId/consumption-trend,/api/v1/agent/customers/:userId/consumption-trend,135,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",135: | GET | /api/v1/agent/customers/:userId/consumption-trend | 瀹㈡埛娑堣垂瓒嬪娍 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01091,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,客户消费趋势,客户消费趋势,135,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",135: | GET | /api/v1/agent/customers/:userId/consumption-trend | 瀹㈡埛娑堣垂瓒嬪娍 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01118,user-agent,docs/PRD-代理商支撑增强.md,source_quote;atomic_assertion,功能规格,标记已读,标记已读,163,18;82;120;156;203;237,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"18: #### 鍔熻兘瑙勬牸
82: #### 鍔熻兘瑙勬牸
120: #### 鍔熻兘瑙勬牸
156: #### 鍔熻兘瑙勬牸
203: #### 鍔熻兘瑙勬牸
237: #### 鍔熻兘瑙勬牸",163: | 鏍囪宸茶 | 鍗曟潯鏍囪 / 鍏ㄩ儴鏍囪宸茶 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01119,user-agent,docs/PRD-代理商支撑增强.md,source_quote;atomic_assertion,功能规格,单条标记 / 全部标记已读,单条标记 / 全部标记已读,163,18;82;120;156;203;237,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"18: #### 鍔熻兘瑙勬牸
82: #### 鍔熻兘瑙勬牸
120: #### 鍔熻兘瑙勬牸
156: #### 鍔熻兘瑙勬牸
203: #### 鍔熻兘瑙勬牸
237: #### 鍔熻兘瑙勬牸",163: | 鏍囪宸茶 | 鍗曟潯鏍囪 / 鍏ㄩ儴鏍囪宸茶 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01133,user-agent,docs/PRD-代理商支撑增强.md,source_section;source_quote;atomic_assertion,API 接口,标记已读,标记已读,163,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",163: | 鏍囪宸茶 | 鍗曟潯鏍囪 / 鍏ㄩ儴鏍囪宸茶 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01137,user-agent,docs/PRD-代理商支撑增强.md,source_section;source_quote;atomic_assertion,API 接口,全部标记已读,全部标记已读,163,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",163: | 鏍囪宸茶 | 鍗曟潯鏍囪 / 鍏ㄩ儴鏍囪宸茶 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01147,user-agent,docs/PRD-代理商支撑增强.md,source_quote;atomic_assertion,功能规格,展示当前等级的所有权益，高亮已解锁项,展示当前等级的所有权益，高亮已解锁项,208,18;82;120;156;203;237,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"18: #### 鍔熻兘瑙勬牸
82: #### 鍔熻兘瑙勬牸
120: #### 鍔熻兘瑙勬牸
156: #### 鍔熻兘瑙勬牸
203: #### 鍔熻兘瑙勬牸
237: #### 鍔熻兘瑙勬牸",208: | 褰撳墠鏉冪泭 | 灞曠ず褰撳墠绛夌骇鐨勬墍鏈夋潈鐩婏紝楂樹寒宸茶В閿侀」 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01155,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,/api/v1/agent/level/benefits,/api/v1/agent/level/benefits,217,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",217: | GET | /api/v1/agent/level/benefits | 褰撳墠绛夌骇鏉冪泭 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01156,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,当前等级权益,当前等级权益,217,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",217: | GET | /api/v1/agent/level/benefits | 褰撳墠绛夌骇鏉冪泭 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01167,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,/api/v1/agent/level/history,/api/v1/agent/level/history,220,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",220: | GET | /api/v1/agent/level/history | 绛夌骇鍙樻洿鍘嗗彶 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01168,user-agent,docs/PRD-代理商支撑增强.md,source_section,API 接口,等级变更历史,等级变更历史,220,56;93;130;179;213,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"56: #### API 鎺ュ彛
93: #### API 鎺ュ彛
130: #### API 鎺ュ彛
179: #### API 鎺ュ彛
213: #### API 鎺ュ彛",220: | GET | /api/v1/agent/level/history | 绛夌骇鍙樻洿鍘嗗彶 | 浠ｇ悊鍟?|,PENDING,PENDING,PENDING,PENDING,PENDING,
