req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis,source_section_context,source_quote_context,section_check,quote_check,assertion_check,format_risk_check,review_decision,review_notes
UA2-06319,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,type: 'newCustomers' | 'consumptionTotal';,type: 'newCustomers' | 'consumptionTotal';,168,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,168:   type: 'newCustomers' | 'consumptionTotal';,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06320,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,data: RankItem[];,data: RankItem[];,169,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,169:   data: RankItem[];,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06321,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,currentUserId: number;,currentUserId: number;,170,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,170:   currentUserId: number;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06322,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,onTypeChange: (type: string) => void;,onTypeChange: (type: string) => void;,171,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,171:   onTypeChange: (type: string) => void;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06323,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,interface RankItem {,interface RankItem {,174,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,174: interface RankItem {,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06324,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,userId: number;,userId: number;,175,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,175:   userId: number;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06325,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,rame: string;,rame: string;,176,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,176:  rame: string;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06326,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,rank: number;,rank: number;,177,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,177:   rank: number;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06327,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,value: number;,value: number;,178;204,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,"178:   value: number;
204:   value: number;",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06328,user-agent,docs/ref-11.5-performance.md,source_section;source_quote;atomic_assertion,1. 本月业绩概览,// 目标管理（业务员端）,// 目标管理（业务员端）,181,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,181: // 鐩爣绠＄悊锛堜笟鍔″憳绔級,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06329,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,interface TargetProgresProps {,interface TargetProgresProps {,182,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,182: interface TargetProgresProps {,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06330,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,targets: TargetItem[];,targets: TargetItem[];,183,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,183:   targets: TargetItem[];,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06331,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,interface TargetItem {,interface TargetItem {,186,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,186: interface TargetItem {,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06332,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,type: string;,type: string;,187;203,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,"187:   type: string;
203:   type: string;",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06333,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,name: string;,name: string;,188,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,188:   name: string;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06334,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,targetValue: number;,targetValue: number;,189,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,189:   targetValue: number;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06335,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,achievedValue: number;,achievedValue: number;,190,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,190:   achievedValue: number;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06336,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,completionRate: number;,completionRate: number;,191,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,191:   completionRate: number;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06337,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,remaingDays: number;,remaingDays: number;,192,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,192:   remaingDays: number;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06338,user-agent,docs/ref-11.5-performance.md,source_section;source_quote;atomic_assertion,1. 本月业绩概览,// 目标设置（管理员端）,// 目标设置（管理员端）,195,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,195: // 鐩爣璁剧疆锛堢鐞嗗憳绔級,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06339,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,interface SalesTargetSettingProps {,interface SalesTargetSettingProps {,196,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,196: interface SalesTargetSettingProps {,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06340,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,onSubmit: (data: SalesTargetInput) => void;,onSubmit: (data: SalesTargetInput) => void;,197,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,197:   onSubmit: (data: SalesTargetInput) => void;,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06341,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,existingTargets?: TargetItem[];,existingTargets?: TargetItem[];,198,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,198:   existingTargets?: TargetItem[];,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06342,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,interface SalesTargetInput {,interface SalesTargetInput {,201,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,201: interface SalesTargetInput {,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06343,user-agent,docs/ref-11.5-performance.md,source_section,1. 本月业绩概览,period: string;,period: string;,202,18,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,18: ### 1. 鏈湀涓氱哗姒傝,202:   period: string;,PENDING,PENDING,PENDING,PENDING,PENDING,
