req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis,source_section_context,source_quote_context,section_check,quote_check,assertion_check,format_risk_check,review_decision,review_notes
UA2-01872,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,预算规则列表,预算规则列表,119,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",119: | GET | /api/v1/me/budget-rules | 棰勭畻瑙勫垯鍒楄〃 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01874,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,PATCH,PATCH,120;156;280;282,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","120: | PATCH | /api/v1/me/budget-rules/:id | 鏇存柊棰勭畻瑙勫垯 | 鐢ㄦ埛 |
156: | PATCH | /api/v1/me/onboarding/progress | 鏇存柊寮曞杩涘害 | 鐢ㄦ埛 |
280: | PATCH | /api/v1/me/notification-preferences | 鏇存柊閫氱煡鍋忓ソ | 鐢ㄦ埛 |
282: | PATCH | /api/v1/me/notifications/:id/read | 鏍囪宸茶 | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01875,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/budget-rules/:id,/api/v1/me/budget-rules/:id,120;121,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","120: | PATCH | /api/v1/me/budget-rules/:id | 鏇存柊棰勭畻瑙勫垯 | 鐢ㄦ埛 |
121: | DELETE | /api/v1/me/budget-rules/:id | 鍒犻櫎棰勭畻瑙勫垯 | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01878,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,DELETE,DELETE,121,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",121: | DELETE | /api/v1/me/budget-rules/:id | 鍒犻櫎棰勭畻瑙勫垯 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01883,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/budget-usage,/api/v1/me/budget-usage,122;123,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","122: | GET | /api/v1/me/budget-usage | 褰撳墠棰勭畻浣跨敤鎯呭喌 | 鐢ㄦ埛 |
123: | GET | /api/v1/me/budget-usage/history | 棰勭畻浣跨敤鍘嗗彶 | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01887,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/budget-usage/history,/api/v1/me/budget-usage/history,123,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",123: | GET | /api/v1/me/budget-usage/history | 棰勭畻浣跨敤鍘嗗彶 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01908,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/onboarding/progress,/api/v1/me/onboarding/progress,155;156,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","155: | GET | /api/v1/me/onboarding/progress | 鑾峰彇寮曞杩涘害 | 鐢ㄦ埛 |
156: | PATCH | /api/v1/me/onboarding/progress | 鏇存柊寮曞杩涘害 | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01909,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,获取引导进度,获取引导进度,155,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",155: | GET | /api/v1/me/onboarding/progress | 鑾峰彇寮曞杩涘害 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01913,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,更新引导进度,更新引导进度,156,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",156: | PATCH | /api/v1/me/onboarding/progress | 鏇存柊寮曞杩涘害 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01916,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/onboarding/examples,/api/v1/me/onboarding/examples,157;158,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛","157: | GET | /api/v1/me/onboarding/examples | 鑾峰彇绀轰緥浠ｇ爜鍒楄〃 | 鐢ㄦ埛 |
158: | GET | /api/v1/me/onboarding/examples/:lang | 鑾峰彇鎸囧畾璇█绀轰緥浠ｇ爜 | 鐢ㄦ埛 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01917,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,获取示例代码列表,获取示例代码列表,157,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",157: | GET | /api/v1/me/onboarding/examples | 鑾峰彇绀轰緥浠ｇ爜鍒楄〃 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01920,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/onboarding/examples/:lang,/api/v1/me/onboarding/examples/:lang,158,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",158: | GET | /api/v1/me/onboarding/examples/:lang | 鑾峰彇鎸囧畾璇█绀轰緥浠ｇ爜 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01921,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,获取指定语言示例代码,获取指定语言示例代码,158,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"41: #### API 鎺ュ彛
114: #### API 鎺ュ彛
151: #### API 鎺ュ彛
213: #### API 鎺ュ彛
275: #### API 鎺ュ彛
310: #### API 鎺ュ彛
381: #### API 鎺ュ彛
435: #### API 鎺ュ彛",158: | GET | /api/v1/me/onboarding/examples/:lang | 鑾峰彇鎸囧畾璇█绀轰緥浠ｇ爜 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01933,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,支持 PDF / CSV 格式下载,支持 PDF / CSV 格式下载,181,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸",181: | 璐﹀崟涓嬭浇 | 鏀寔 PDF / CSV 鏍煎紡涓嬭浇 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01936,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,成本优化建议,成本优化建议,222,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸",222: | GET | /api/v1/me/billing/optimization-tips | 鎴愭湰浼樺寲寤鸿 | 鐢ㄦ埛 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-01941,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,本月 vs 上月消费对比，环比增长率,本月 vs 上月消费对比，环比增长率,185,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,"11: #### 鍔熻兘瑙勬牸
67: #### 鍔熻兘瑙勬牸
141: #### 鍔熻兘瑙勬牸
176: #### 鍔熻兘瑙勬牸
240: #### 鍔熻兘瑙勬牸
300: #### 鍔熻兘瑙勬牸
338: #### 鍔熻兘瑙勬牸
409: #### 鍔熻兘瑙勬牸",185: | 瀵规瘮鍒嗘瀽 | 鏈湀 vs 涓婃湀娑堣垂瀵规瘮锛岀幆姣斿闀跨巼 |,PENDING,PENDING,PENDING,PENDING,PENDING,
