req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis,source_section_context,source_quote_context,section_check,quote_check,assertion_check,format_risk_check,review_decision,review_notes
UA2-06396,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,模板名称,模板名称,135,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,135: | name | varchar(100) | 妯℃澘鍚嶇О |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06398,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,内容,内容,55;101;324,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"55: | 鍐呭 | Markdown 鏍煎紡鍚堝悓姝ｆ枃 |
101: | 鎻愰啋鏃舵満 | 瑙﹀彂鏂瑰紡 | 鍐呭 |
324: | 鐢熸垚鍚堝悓 | 閫夋嫨妯℃澘骞跺～鍏呭彉閲忓悗鑷姩鐢熸垚鏍囧噯鍚堝悓鍐呭 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06399,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,Markdown 格式合同正文,Markdown 格式合同正文,55,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,55: | 鍐呭 | Markdown 鏍煎紡鍚堝悓姝ｆ枃 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06400,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,变量,变量,61;137,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"61: | 鍙橀噺 | 璇存槑 | 绀轰緥鍊?|
137: | variables | jsonb | 鍙橀噺瀹氫箟 [{key, label, type, required, defaultValue}] |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06402,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,版本,版本,138,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,138: | version | integer | 鐗堟湰鍙?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06408,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,说明,说明,61;93,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"61: | 鍙橀噺 | 璇存槑 | 绀轰緥鍊?|
93: | 鏂瑰紡 | 璇存槑 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06409,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,绀轰緥鍊?,绀轰緥鍊?,61,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,61: | 鍙橀噺 | 璇存槑 | 绀轰緥鍊?|,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06410,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{customerName}}`,`{{customerName}}`,63,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,63: | `{{customerName}}` | 瀹㈡埛鍚嶇О | 寮犱笁绉戞妧鏈夐檺鍏徃 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06411,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,客户名称,客户名称,63;117;152,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"63: | `{{customerName}}` | 瀹㈡埛鍚嶇О | 寮犱笁绉戞妧鏈夐檺鍏徃 |
117: | customerName | varchar(100) | 瀹㈡埛鍚嶇О |
152: | customerName | varchar(100) | 瀹㈡埛鍚嶇О |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06412,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,张三科技有限公司,张三科技有限公司,63,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,63: | `{{customerName}}` | 瀹㈡埛鍚嶇О | 寮犱笁绉戞妧鏈夐檺鍏徃 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06413,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{customerContact}}`,`{{customerContact}}`,64,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,64: | `{{customerContact}}` | 鑱旂郴浜?| 寮犱笁 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06414,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,鑱旂郴浜?,鑱旂郴浜?,64;118;153,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"64: | `{{customerContact}}` | 鑱旂郴浜?| 寮犱笁 |
118: | customerContact | varchar(100) | 鑱旂郴浜?|
153: | customerContact | varchar(100) | 鑱旂郴浜?|",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06415,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,张三,张三,64,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,64: | `{{customerContact}}` | 鑱旂郴浜?| 寮犱笁 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06416,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{contractNo}}`,`{{contractNo}}`,65,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,65: | `{{contractNo}}` | 鍚堝悓缂栧彿 | CON-260801-001 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06417,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,合同编号,合同编号,65,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,65: | `{{contractNo}}` | 鍚堝悓缂栧彿 | CON-260801-001 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06418,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,CON-260801-001,CON-260801-001,65,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,65: | `{{contractNo}}` | 鍚堝悓缂栧彿 | CON-260801-001 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06419,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{effectiveDate}}`,`{{effectiveDate}}`,66,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,66: | `{{effectiveDate}}` | 鐢熸晥鏃ユ湡 | 2026-08-01 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06420,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,生效日期,生效日期,66;158,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"66: | `{{effectiveDate}}` | 鐢熸晥鏃ユ湡 | 2026-08-01 |
158: | effectiveDate | date | 鐢熸晥鏃ユ湡 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06421,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,2026-08-01,2026-08-01,66,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,66: | `{{effectiveDate}}` | 鐢熸晥鏃ユ湡 | 2026-08-01 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06422,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{expiryDate}}`,`{{expiryDate}}`,67,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,67: | `{{expiryDate}}` | 鍒版湡鏃ユ湡 | 2027-07-31 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06423,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,到期日期,到期日期,67;159,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"67: | `{{expiryDate}}` | 鍒版湡鏃ユ湡 | 2027-07-31 |
159: | expiryDate | date | 鍒版湡鏃ユ湡 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06424,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,2027-07-31,2027-07-31,67,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,67: | `{{expiryDate}}` | 鍒版湡鏃ユ湡 | 2027-07-31 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06425,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{serviceDesc}}`,`{{serviceDesc}}`,68,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,68: | `{{serviceDesc}}` | 鏈嶅姟鎻忚堪 | AI 妯″瀷 API 璋冪敤鏈嶅姟 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06426,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,服务描述,服务描述,68,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,68: | `{{serviceDesc}}` | 鏈嶅姟鎻忚堪 | AI 妯″瀷 API 璋冪敤鏈嶅姟 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06427,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,AI 模型 API 调用服务,AI 模型 API 调用服务,68,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,68: | `{{serviceDesc}}` | 鏈嶅姟鎻忚堪 | AI 妯″瀷 API 璋冪敤鏈嶅姟 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06428,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{totalAmount}}`,`{{totalAmount}}`,69,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"69: | `{{totalAmount}}` | 鍚堝悓閲戦 | 楼50,000.00 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06429,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,合同金额,合同金额,69,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,"69: | `{{totalAmount}}` | 鍚堝悓閲戦 | 楼50,000.00 |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06431,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{paymentTerms}}`,`{{paymentTerms}}`,70,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,70: | `{{paymentTerms}}` | 浠樻鏉℃ | 鎸夋湀缁撶畻 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06432,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,付款条款,付款条款,70,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,49: ### 2. 鍚堝悓妯℃澘绠＄悊,70: | `{{paymentTerms}}` | 浠樻鏉℃ | 鎸夋湀缁撶畻 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06434,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,**鍚堝悓鐘舵€佹祦杞?*,**鍚堝悓鐘舵€佹祦杞?*,74,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,72: ### 3. 鍚堝悓绠＄悊,74: **鍚堝悓鐘舵€佹祦杞?*,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06435,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,draft,draft,123;157,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,72: ### 3. 鍚堝悓绠＄悊,"123: | status | enum | draft/pending_approval/approved/rejected/sent/accepted/expired |
157: | status | enum | draft/pending_approval/approved/signed/expired/terminated |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06437,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,pending_approval,pending_approval,123;157,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,72: ### 3. 鍚堝悓绠＄悊,"123: | status | enum | draft/pending_approval/approved/rejected/sent/accepted/expired |
157: | status | enum | draft/pending_approval/approved/signed/expired/terminated |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06439,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,approved,approved,86;123;157,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,72: ### 3. 鍚堝悓绠＄悊,"86: | approved | 瀹℃壒閫氳繃锛屽緟绛剧讲 |
123: | status | enum | draft/pending_approval/approved/rejected/sent/accepted/expired |
157: | status | enum | draft/pending_approval/approved/signed/expired/terminated |",PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06440,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,3. 合同管理,审批通过，待签署,审批通过，待签署,86,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,72: ### 3. 鍚堝悓绠＄悊,86: | approved | 瀹℃壒閫氳繃锛屽緟绛剧讲 |,PENDING,PENDING,PENDING,PENDING,PENDING,
UA2-06441,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,signed,signed,87;157;160,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认,72: ### 3. 鍚堝悓绠＄悊,"87: | signed | 宸茬缃诧紝姝ｅ父鎵ц |
157: | status | enum | draft/pending_approval/approved/signed/expired/terminated |
160: | signedAt | timestamp | 绛剧讲鏃堕棿 |",PENDING,PENDING,PENDING,PENDING,PENDING,
