req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-06535,user-agent,docs/ref-11.6-quote-contract.md,source_section,contractTemplates（合同模板）,updatedAt,updatedAt,128;142;166,130,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06537,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,contractTemplates（合同模板）,更新时间,更新时间,128;142;166,130,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06538,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,serial,serial,114;134;148,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06539,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,主键,主键,114;134;148,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06540,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,contracts（合同）,| contractNo | varchar(30) | 合同编号，自动生成（CON-日期-序号）|,| contractNo | varchar(30) | 合同编号，自动生成（CON-日期-序号）|,149,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06541,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,templateId,templateId,261,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06542,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,integer,integer,124;138;154,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06545,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,customerName,customerName,63;117;152;225,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06546,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,varchar(100),varchar(100),117;118;135;152;153,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06547,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,contracts（合同）,客户名称,客户名称,63;117;152,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06548,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,customerContact,customerContact,64;118;153;226,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06550,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,鑱旂郴浜?,鑱旂郴浜?,64;118;153,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06551,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,salespersonId,salespersonId,154,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06553,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,涓氬姟鍛?ID,涓氬姟鍛?ID,154,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06554,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,content,content,136,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06555,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,text,text,125;136,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06557,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,variables,variables,137;266,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06558,user-agent,docs/ref-11.6-quote-contract.md,source_section,contracts（合同）,jsonb,jsonb,119;137,144,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
