req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-02040,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,绑定邮箱,绑定邮箱,306;319,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02043,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/security/score,/api/v1/me/security/score,320,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02044,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,安全评分,安全评分,308;320,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02064,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/public/status,/api/v1/public/status,388;389,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02066,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,无需登录,无需登录,388;389,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02076,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/public/status/incidents,/api/v1/public/status/incidents,388,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02077,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,历史故障事件,历史故障事件,388,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02080,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/public/status/latency,/api/v1/public/status/latency,389,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02081,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,响应时间趋势,响应时间趋势,389,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02095,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,前端变更,"管理后台 -> 运维 -> 新增""故障事件管理""","管理后台 -> 运维 -> 新增""故障事件管理""",399,51;125;160;224;285;322;393;445,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02096,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,前端变更,创建/更新故障事件,创建/更新故障事件,399,51;125;160;224;285;322;393;445,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02105,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,错误排查指南,错误排查指南,416;443,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02106,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,常见错误码及解决方案清单,常见错误码及解决方案清单,416,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02107,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,SDK 版本管理,SDK 版本管理,417,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02108,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,发布版本记录 + 更新日志,发布版本记录 + 更新日志,417,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02110,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/public/sdks,/api/v1/public/sdks,439,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02111,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,SDK 版本列表,SDK 版本列表,439,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02118,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/public/examples,/api/v1/public/examples,441;442,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02119,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,代码示例列表,代码示例列表,441,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02122,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/public/examples/:language,/api/v1/public/examples/:language,442,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02123,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,指定语言示例,指定语言示例,158;442,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02126,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/public/error-guide,/api/v1/public/error-guide,443,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02127,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,错误排查指南,错误排查指南,416;443,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
