req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-06414,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,鑱旂郴浜?,鑱旂郴浜?,64;118;153,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06415,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,张三,张三,64,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06416,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{contractNo}}`,`{{contractNo}}`,65,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06417,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,合同编号,合同编号,65,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06418,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,CON-260801-001,CON-260801-001,65,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06419,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{effectiveDate}}`,`{{effectiveDate}}`,66,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06420,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,生效日期,生效日期,66;158,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06421,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,2026-08-01,2026-08-01,66,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06422,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{expiryDate}}`,`{{expiryDate}}`,67,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06423,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,到期日期,到期日期,67;159,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06424,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,2027-07-31,2027-07-31,67,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06425,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{serviceDesc}}`,`{{serviceDesc}}`,68,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06426,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,服务描述,服务描述,68,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06427,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,AI 模型 API 调用服务,AI 模型 API 调用服务,68,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06428,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{totalAmount}}`,`{{totalAmount}}`,69,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06429,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,合同金额,合同金额,69,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06431,user-agent,docs/ref-11.6-quote-contract.md,source_section,2. 合同模板管理,`{{paymentTerms}}`,`{{paymentTerms}}`,70,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06432,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,2. 合同模板管理,付款条款,付款条款,70,49,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06434,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,**鍚堝悓鐘舵€佹祦杞?*,**鍚堝悓鐘舵€佹祦杞?*,74,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06435,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,draft,draft,123;157,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06437,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,pending_approval,pending_approval,123;157,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06439,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,approved,approved,86;123;157,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06440,user-agent,docs/ref-11.6-quote-contract.md,source_section;source_quote;atomic_assertion,3. 合同管理,审批通过，待签署,审批通过，待签署,86,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-06441,user-agent,docs/ref-11.6-quote-contract.md,source_section,3. 合同管理,signed,signed,87;157;160,72,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
