req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-03413,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,code: string;,code: string;,920,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03414,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,message: string;,message: string;,380;921,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03415,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,friendlyMessage: string;,friendlyMessage: string;,922,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03416,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,solution: string;,solution: string;,923,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03417,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,interface ResponseStats {,interface ResponseStats {,926,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03418,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,inputTokens: number;,inputTokens: number;,553;927,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03419,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,outputTokens: number;,outputTokens: number;,554;928,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03420,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,cost: number;,cost: number;,555;929,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03421,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,duration: number;,duration: number;,559;930,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03425,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,model: string;,model: string;,552;935;1901,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03428,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,language: 'python' | 'javascript' | 'curl';,language: 'python' | 'javascript' | 'curl';,938,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03429,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,onLanguageChange: (lang: string) => void;,onLanguageChange: (lang: string) => void;,939,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03432,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,POST {webhook_url},POST {webhook_url},1007,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03433,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,Content-Type: application/json,Content-Type: application/json,1008,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03434,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,User-Agent: 3Cloud-Webhook/1.0,User-Agent: 3Cloud-Webhook/1.0,1009,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03435,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,X-3Cloud-Event: balance.low,X-3Cloud-Event: balance.low,1010,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03436,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,X-3Cloud-Signature: sha256=abc123def456...,X-3Cloud-Signature: sha256=abc123def456...,1011,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03437,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,X-3Cloud-Delivery: del_xxxxxxxx,X-3Cloud-Delivery: del_xxxxxxxx,1012,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03438,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,X-3Cloud-Timestamp: 2026-07-28T12:00:00Z,X-3Cloud-Timestamp: 2026-07-28T12:00:00Z,1013,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03439,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""event"": ""balance.low"",","""event"": ""balance.low"",",1019,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03440,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""deliveryId"": ""del_xxxxxxxx"",","""deliveryId"": ""del_xxxxxxxx"",",1020,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03441,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""timestamp"": ""2026-07-28T12:00:00Z"",","""timestamp"": ""2026-07-28T12:00:00Z"",",1021,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03442,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""data"": {","""data"": {",1022,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03443,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""userId"": 123,","""userId"": 123,",1023,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03444,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""userEmail"": ""user@example.com"",","""userEmail"": ""user@example.com"",",1024,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03445,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""balance"": 8.50,","""balance"": 8.50,",1025,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03446,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""threshold"": 10.00,","""threshold"": 10.00,",1026,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03447,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""currency"": ""CNY"",","""currency"": ""CNY"",",1027,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03448,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""estimatedRunoutDays"": 3,","""estimatedRunoutDays"": 3,",1028,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03449,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"""suggestedAction"": ""recharge""","""suggestedAction"": ""recharge""",1029,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03450,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,// 对请求体计算 HMAC-SHA256 签名,// 对请求体计算 HMAC-SHA256 签名,1036,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03451,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,const payload = JSON.stringify(requestBody);,const payload = JSON.stringify(requestBody);,1037,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03452,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"const signature = crypto.createHmac('sha256', webhookSecret)","const signature = crypto.createHmac('sha256', webhookSecret)",1038,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03453,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,.update(payload),.update(payload),1039,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03454,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,.digest('hex');,.digest('hex');,1040,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03456,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"import hmac, hashlib","import hmac, hashlib",1046,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03457,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"def verify_signature(payload: str, signature: str, secret: str) -> bool:","def verify_signature(payload: str, signature: str, secret: str) -> bool:",1048,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03458,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"expected = f""sha256={hmac.new(secret.encode(), payload.encode(), hashlib.sha256).hexdigest()}""","expected = f""sha256={hmac.new(secret.encode(), payload.encode(), hashlib.sha256).hexdigest()}""",1049,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03459,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,API 接口,"return hmac.compare_digest(expected, signature)","return hmac.compare_digest(expected, signature)",1050,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03471,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,"点击""展开详情""后显示：","点击""展开详情""后显示：",1078,140;268;331;446;506;624;829;1139;1306;1488;1694;1776;1870;1938;1993,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
