req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-03263,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,defaultTimeRange?: 'today' | 'week' | 'month' | 'custom';,defaultTimeRange?: 'today' | 'week' | 'month' | 'custom';,663,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03264,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,maxRecords: number;,maxRecords: number;,664,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03265,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,// 100000,// 100000,664,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03266,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,availableColumns: string[];,availableColumns: string[];,665,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03267,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onExport: (params: ExportParams) => void;,onExport: (params: ExportParams) => void;,666,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03268,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onClose: () => void;,onClose: () => void;,172;667;1357;2088,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03269,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,exporting?: boolean;,exporting?: boolean;,668,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03270,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,progress?: number;,progress?: number;,669,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03271,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,downloadUrl?: string;,downloadUrl?: string;,670,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03272,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,interface ExportParams {,interface ExportParams {,673,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03273,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,startDate: string;,startDate: string;,674,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03274,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,endDate: string;,endDate: string;,675,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03275,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,format: 'csv' | 'json';,format: 'csv' | 'json';,676,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03276,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,columns: string[];,columns: string[];,677,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03277,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,dataScope: 'full' | 'summary_models' | 'summary_daily';,dataScope: 'full' | 'summary_models' | 'summary_daily';,678,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03278,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,apiKeyId?: string;,apiKeyId?: string;,679,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
