req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-01964,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,成本优化建议,成本优化建议,222,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01976,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,站内通知 / 邮件 / 短信 / Webhook,站内通知 / 邮件 / 短信 / Webhook,245,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01979,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,静默时段,静默时段,247,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01980,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,设置安静时段（如 23:00-08:00 不推送）,设置安静时段（如 23:00-08:00 不推送）,247,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01984,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notification-preferences,/api/v1/me/notification-preferences,279;280,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01985,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,获取通知偏好,获取通知偏好,279,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01989,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,更新通知偏好,更新通知偏好,280,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01992,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notifications,/api/v1/me/notifications,281;282;283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01993,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,通知历史列表,通知历史列表,281,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01996,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notifications/:id/read,/api/v1/me/notifications/:id/read,282,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-01997,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,标记已读,标记已读,282;283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02000,user-agent,docs/PRD-用户端体验增强.md,source_section,API 接口,/api/v1/me/notifications/read-all,/api/v1/me/notifications/read-all,283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02001,user-agent,docs/PRD-用户端体验增强.md,source_section;source_quote;atomic_assertion,API 接口,全部标记已读,全部标记已读,283,41;114;151;213;275;310;381;435,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02010,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,登录活动日志,登录活动日志,316,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-02012,user-agent,docs/PRD-用户端体验增强.md,source_quote;atomic_assertion,功能规格,安全设置,安全设置,306;308,11;67;141;176;240;300;338;409,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
