req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-03170,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"level: varchar(""level"", { length: 10 }).notNull().default(""medium""),","level: varchar(""level"", { length: 10 }).notNull().default(""medium""),",411,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03171,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"message: varchar(""message"", { length: 500 }).notNull(),","message: varchar(""message"", { length: 500 }).notNull(),",412,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03172,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"detail: jsonb(""detail""),","detail: jsonb(""detail""),",413,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03173,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"route: varchar(""route"", { length: 200 }),","route: varchar(""route"", { length: 200 }),",414,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03174,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"read: boolean(""read"").default(false),","read: boolean(""read"").default(false),",415,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03175,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"createdAt: timestamp(""created_at"").defaultNow(),","createdAt: timestamp(""created_at"").defaultNow(),",416;1103;1298;1466;1770,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03176,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"}, (table) => ({","}, (table) => ({",417;1105;1122;1134;1300;1468,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03177,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"userIdReadIdx: index(""idx_alerts_user_read"").on(table.userId, table.read),","userIdReadIdx: index(""idx_alerts_user_read"").on(table.userId, table.read),",418,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03178,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,"typeIdx: index(""idx_alerts_type"").on(table.userId, table.type),","typeIdx: index(""idx_alerts_type"").on(table.userId, table.type),",419,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03180,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,后端告警生成逻辑,**进度条说明：**,**进度条说明：**,437,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03184,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,后端告警生成逻辑,已出账金额：SUM(call_logs WHERE created_at < NOW() - INTERVAL '24h' AND billing_cycle = current),已出账金额：SUM(call_logs WHERE created_at < NOW() - INTERVAL '24h' AND billing_cycle = current),442,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03185,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section;source_quote;atomic_assertion,后端告警生成逻辑,待结算费用：SUM(call_logs WHERE created_at >= NOW() - INTERVAL '24h' AND billing_cycle = current),待结算费用：SUM(call_logs WHERE created_at >= NOW() - INTERVAL '24h' AND billing_cycle = current),443,388,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03191,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,GET /api/v1/me/logs/recent?limit=20&since={lastId},GET /api/v1/me/logs/recent?limit=20&since={lastId},504;517,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03192,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""activities"": [","""activities"": [",520,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03193,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""id"": ""log_12345"",","""id"": ""log_12345"",",522,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03194,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""model"": ""deepseek-chat"",","""model"": ""deepseek-chat"",",523;602;837,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03195,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""inputTokens"": 256,","""inputTokens"": 256,",524;605,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03196,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""outputTokens"": 1024,","""outputTokens"": 1024,",525;606,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03197,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""cost"": 0.0008,","""cost"": 0.0008,",526,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03198,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""status"": ""success"",","""status"": ""success"",",527;608,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03199,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""errorMessage"": null,","""errorMessage"": null,",528,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03200,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""timestamp"": ""2026-07-28T21:29:32Z"",","""timestamp"": ""2026-07-28T21:29:32Z"",",529,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03201,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""duration"": 512","""duration"": 512",530;609,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03202,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,"""hasMore"": true","""hasMore"": true",533,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03203,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,interface LiveActivityFeedProps {,interface LiveActivityFeedProps {,540,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03204,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,activities: ActivityItem[];,activities: ActivityItem[];,541,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03205,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,paused: boolean;,paused: boolean;,542,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03206,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,connectionMode: 'ws' | 'polling';,connectionMode: 'ws' | 'polling';,543,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03207,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onTogglePause: () => void;,onTogglePause: () => void;,544,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03208,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onClear: () => void;,onClear: () => void;,545;882,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-03209,user-agent,docs/SPEC-§22-用户端体验增强.md,source_section,降级轮询,onViewDetail: (id: string) => void;,onViewDetail: (id: string) => void;,546,516,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
