req_id,domain,source_path,bad_fields,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,conversion,compound_after_recovery,status,basis
UA2-00097,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,删除,删除,45;96,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00098,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,移除,移除,45,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00099,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,`export`,`export`,46,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00100,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,导出,导出,46;300;1029,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00101,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,批量导出数据,批量导出数据,46,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00105,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,范围,范围,52;297;684,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00107,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,示例,示例,52;1095,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00108,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,`all`,`all`,54,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00109,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,鍏ㄥ钩鍙版暟鎹,鍏ㄥ钩鍙版暟鎹,54,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00110,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,"super_admin, admin","super_admin, admin",54,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00118,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.1.2 权限引擎规格,模板名称,模板名称,60,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00128,user-agent,docs/PRD-用户体系.md,source_section,2.1.2 权限引擎规格,"user:{read}, finance:{read}, log:{read}","user:{read}, finance:{read}, log:{read}",64,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00129,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,2.1.2 权限引擎规格,处理用户咨询,处理用户咨询,64,21,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00276,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,区域 3：额度使用进度条,**字段规格**,**字段规格**,128;166;201;530;1297,199,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00278,user-agent,docs/PRD-用户体系.md,source_section,区域 3：额度使用进度条,decimal,decimal,135;206,199,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00280,user-agent,docs/PRD-用户体系.md,source_section,区域 3：额度使用进度条,宸茬敤閲,宸茬敤閲,206,199,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00282,user-agent,docs/PRD-用户体系.md,source_section,区域 3：额度使用进度条,当月已消耗量,当月已消耗量,206,199,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
UA2-00284,user-agent,docs/PRD-用户体系.md,source_section,区域 3：额度使用进度条,int,int,137,199,gb18030->utf8 x1,NO,REVIEW_CANDIDATE,所有受影响字段均完成整字段可逆转换，且引用/章节可定位；仍需人工确认
